NC,ponderab,edad,edadr,sexo,dep,prov,dist,macrozona,zona2,ambito2,zonali1,zonali2,region,ur,ambito,hogar,hijos18,edu,edu2,edupadre,edupadre2,edumadre,edumadre2,origen,ocupa,ocupa2,NSE,NSE1,NSE2,P01,P02,P02a,P03,P03a,P05,P05a,P06,P06a,P07,P08,P09,P09a,P10,P12,p12a,P13,P14,P15,yhogar,yhogar_pc1,yhogar_pc2,P16,P16a,P16b,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P28a,P29,P29a,P30,P30a,P32,P32a,P33,P34,P35,P36,P37,P37otros,P37a,P37b,P38,P38a,P38b,etnicidad,etnicidad2,lengua,lengua2,ideología,ideología2
203182648,0.906404751,50,3,1,5,501,50101,4,7,2,,,2,1,2,5,1,5,1,2,1,2,1,1,1,1,7,4,3,3,2,1,7,3,10,3,5,2,1,1,4,1,1,3,2,2,2,3500,4,700,3,3,2,2,1,1,1,2,2,1,1,1,1,1,1,8,3,8,3,8,3,5,2,1,2,1,2,4,"",4,4,,,,2,2,7,2,6,2
203182028,1.059997199,22,1,1,11,1101,110101,4,4,2,,,1,1,2,1,2,5,1,99,99,99,99,,1,1,8,5,3,4,10,3,1,1,10,3,1,1,3,2,4,1,99,4,3,99,,,,,,1,1,1,3,99,1,4,4,99,1,1,2,2,1,6,2,,,5,2,,,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,99,
203181137,0.874398828,67,3,2,3,301,30101,4,7,2,,,2,1,2,3,2,5,1,3,1,1,1,1,1,1,6,3,2,3,1,1,1,1,1,1,1,1,2,1,4,1,3,4,3,1,,3500,4,1166.67,4,3,2,2,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,10,3,2,2,2,2,2,"",2,2,10,3,3,3,3,1,1,10,3
203173927,1.232805175,60,3,1,6,603,60309,2,5,2,,,2,2,3,2,2,3,1,1,1,1,1,1,1,1,8,5,3,3,5,2,4,1,9,3,1,1,4,3,4,1,5,2,2,1,,600,1,300,1,3,2,2,3,3,1,3,1,2,1,2,1,1,1,10,3,1,1,10,3,10,3,2,1,1,2,3,"",3,3,1,1,1,98,4,7,2,10,3
203173308,0.860527929,31,2,2,2,201,20105,2,5,2,,,2,1,2,3,1,7,2,3,1,1,1,1,6,2,8,5,3,3,1,1,10,3,10,3,10,3,3,1,4,1,3,3,2,1,1,500,1,166.67,1,2,1,1,3,2,3,4,3,4,3,2,3,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,"",2,2,10,3,3,3,3,1,1,10,3
203172890,0.860527929,30,2,2,12,1209,120901,3,6,2,,,2,1,2,6,1,7,2,5,1,99,99,1,6,2,7,4,3,4,8,3,4,1,5,2,9,3,4,3,4,1,5,3,2,1,1,1000,1,166.67,1,2,1,1,2,2,2,3,3,2,2,2,2,2,1,9,3,8,3,8,3,9,3,2,2,1,2,2,"",2,2,2,1,1,2,2,7,2,5,2
203172317,1.189273775,40,3,2,19,1903,190301,5,8,2,,,3,2,3,4,1,7,2,2,1,1,1,1,6,2,6,3,2,3,1,1,10,3,8,3,10,3,2,1,4,1,3,3,2,1,1,1500,2,375,2,1,1,1,1,1,1,3,1,1,3,3,1,1,1,10,3,10,3,9,3,10,3,2,2,1,2,2,"",2,2,1,1,1,2,2,1,1,5,2
203171988,1.012328562,53,3,1,15,1501,150105,1,1,1,1,1,1,1,1,5,1,7,2,5,1,1,1,1,1,1,5,3,2,3,1,1,1,1,1,1,1,1,3,1,4,1,1,3,2,1,1,4000,4,800,3,3,2,2,1,2,1,4,3,2,1,1,1,1,1,1,1,1,1,10,3,1,1,2,2,1,2,5,"",5,5,1,1,1,3,3,1,1,10,3
203171724,1.189273775,46,3,2,21,2106,210601,4,7,2,,,2,2,3,4,2,4,1,99,99,1,1,1,6,2,8,5,3,3,1,1,1,1,1,1,1,1,4,1,4,1,1,4,3,1,,,,,,3,2,2,1,1,1,2,2,99,,1,1,,1,2,1,4,1,1,1,,,99,2,1,2,1,"",1,1,3,1,1,4,3,2,1,99,
203171058,0.874398828,40,3,2,21,2111,211101,4,7,2,,,2,1,2,5,1,6,2,2,1,1,1,1,8,1,7,4,3,2,1,1,10,3,1,1,1,1,4,2,2,2,5,3,2,1,1,3500,4,700,3,2,1,1,2,1,1,2,3,2,3,2,2,3,1,10,3,8,3,1,1,5,2,1,2,1,2,2,"",2,2,1,1,1,2,2,7,2,8,3
203170713,1.059997199,22,1,1,12,1201,120129,3,6,2,,,2,1,2,4,1,5,1,99,99,5,1,1,3,1,6,3,2,2,2,1,5,2,4,1,8,3,4,1,4,1,3,3,2,2,1,1500,2,375,2,3,2,2,1,1,2,3,2,2,2,2,2,1,1,10,3,8,3,5,2,6,2,2,2,2,2,3,"",3,3,1,1,1,2,2,7,2,8,3
203170366,0.874398828,53,3,2,8,801,80104,4,7,2,,,2,1,2,3,1,7,2,5,1,5,1,1,1,1,5,3,2,3,1,1,3,1,5,2,8,3,4,1,4,1,5,3,2,1,2,5000,4,1666.67,4,3,2,2,1,1,1,1,2,1,1,1,1,1,1,10,3,10,3,10,3,5,2,2,2,2,2,4,"",4,4,1,1,1,2,2,7,2,5,2
203169608,0.874398828,63,3,2,4,407,40701,4,4,2,,,1,1,2,1,2,5,1,3,1,3,1,1,8,1,7,4,3,3,1,1,10,3,10,3,10,3,1,1,4,1,2,3,2,3,,600,1,600,3,3,2,2,1,1,1,4,4,99,1,1,1,1,1,10,3,10,3,10,3,10,3,1,2,1,2,1,"",1,1,1,1,1,2,2,7,2,10,3
203169564,0.892026131,32,2,1,5,501,50101,4,7,2,,,2,1,2,3,1,5,1,3,1,1,1,1,1,1,7,4,3,3,1,1,1,1,1,1,1,1,2,2,2,2,99,3,2,1,1,3000,3,1000,4,3,2,2,1,3,2,4,3,3,1,1,1,1,2,1,1,1,1,10,3,10,3,2,1,1,1,,"",,,,,,3,3,1,1,99,
203169324,0.906404751,71,3,1,5,510,51010,4,7,2,,,2,1,2,1,2,3,1,1,1,1,1,1,5,2,8,5,3,3,9,3,5,2,99,99,2,1,4,1,4,1,5,4,3,3,,1000,1,1000,4,4,2,3,1,99,3,2,2,2,3,3,1,2,2,9,3,2,1,8,3,7,3,99,99,1,2,77,SECTOR AGRARIO,7,77,4,1,1,98,4,1,1,7,3
203168703,0.860527929,30,2,2,4,401,40102,4,7,2,,,2,1,2,3,1,5,1,7,2,7,2,2,8,1,5,3,2,3,1,1,1,1,7,3,10,3,4,2,4,1,4,3,2,1,1,2000,2,666.67,3,2,1,1,2,2,2,1,1,2,2,2,3,1,1,10,3,10,3,10,3,10,3,99,2,2,2,2,"",2,2,1,1,1,2,2,7,2,5,2
203168570,1.022567796,23,1,2,10,1008,100801,3,6,2,,,2,1,2,4,1,8,2,2,1,2,1,1,6,2,5,3,2,4,10,3,10,3,5,2,10,3,4,1,4,1,5,4,3,1,1,2000,2,500,2,2,1,1,1,1,1,1,1,99,1,1,3,1,1,10,3,9,3,4,1,10,3,2,2,99,2,2,"",2,2,,,,3,3,1,1,99,
203168540,0.906404751,56,3,1,4,401,40101,4,7,2,,,2,1,2,2,2,9,2,5,1,5,1,1,1,1,6,3,2,3,1,1,3,1,5,2,10,3,4,1,4,1,99,2,2,1,,3500,4,1750,4,2,1,1,1,1,1,2,2,2,2,1,2,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,1,1,1,2,2,7,2,4,1
203168326,0.860527929,30,2,2,24,2403,240303,2,2,2,,,1,1,2,2,1,5,1,2,1,2,1,1,6,2,8,5,3,3,7,3,7,3,8,3,8,3,4,1,4,1,5,4,3,2,1,2000,2,1000,4,3,2,2,1,1,1,2,3,1,2,1,2,1,1,9,3,9,3,10,3,9,3,2,2,1,2,3,"",3,3,8,3,3,1,1,7,2,6,2
203168213,0.892026131,33,2,1,4,401,40102,4,7,2,,,2,1,2,4,1,7,2,7,2,7,2,2,1,1,7,4,3,4,6,2,7,3,6,2,10,3,4,3,4,1,5,4,3,1,1,2000,2,500,2,2,1,1,1,2,2,3,4,1,2,3,2,2,1,7,3,8,3,4,1,4,1,2,2,2,2,2,"",2,2,4,1,1,2,2,7,2,7,3
203167452,0.906404751,41,3,1,4,401,40102,4,7,2,,,2,1,2,4,1,7,2,7,2,7,2,2,1,1,5,3,2,3,5,2,5,2,2,1,5,2,4,2,4,1,2,3,2,2,1,2000,2,500,2,3,2,2,3,3,3,3,4,3,1,1,3,1,1,8,3,5,2,8,3,5,2,2,2,1,2,1,"",1,1,5,2,2,2,2,7,2,8,3
203165867,0.996269634,26,2,1,15,1501,150143,1,1,1,4,4,1,1,1,12,2,9,2,5,1,5,1,1,2,2,6,3,2,4,4,1,5,2,6,2,7,3,4,1,2,2,4,3,2,1,,4000,4,333.33,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,9,3,7,3,5,2,8,3,1,1,2,2,2,"",2,2,7,3,3,2,2,7,2,8,3
203164571,0.874398828,40,3,2,14,1401,140105,2,2,2,,,1,1,2,5,1,4,1,99,99,1,1,1,6,2,8,5,3,5,1,1,1,1,1,1,1,1,1,2,1,2,5,3,2,2,1,,,,,4,2,3,3,3,1,1,2,99,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,77,"APOYO A LA MUJER, MADRES SOLTERAS",3,3,1,1,1,5,3,7,2,1,1
203164569,0.892026131,38,2,1,2,201,20101,2,5,2,,,2,1,2,3,1,7,2,2,1,1,1,1,1,1,7,4,3,3,3,1,1,1,1,1,5,2,4,1,3,1,5,1,1,1,1,2500,3,833.33,3,3,2,2,2,3,2,4,4,4,1,2,1,1,1,10,3,1,1,10,3,10,3,1,2,1,2,2,"",2,2,10,3,3,2,2,7,2,5,2
203164165,0.544149191,38,2,2,15,1501,150132,1,1,1,5,5,1,1,1,6,1,2,1,1,1,4,1,1,5,2,8,5,3,3,1,1,1,1,1,1,10,3,4,1,2,2,5,4,3,3,99,,,,,3,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,10,3,10,3,10,3,2,2,1,2,5,"",5,5,1,1,1,2,2,7,2,1,1
203163144,0.860527929,27,2,2,4,401,40109,4,7,2,,,2,1,2,7,2,5,1,3,1,3,1,1,3,1,6,3,2,3,10,3,1,1,10,3,1,1,2,1,4,1,1,3,2,1,,300,1,42.86,1,2,1,1,1,2,2,2,3,1,2,2,1,2,1,10,3,10,3,10,3,1,1,2,2,1,2,1,"",1,1,10,3,3,7,3,7,2,10,3
203162712,0.860527929,33,2,2,2,218,21801,2,2,2,,,1,1,2,8,1,5,1,2,1,4,1,1,6,2,8,5,3,3,1,1,10,3,1,1,10,3,4,1,3,1,3,4,3,2,1,2000,2,250,1,4,2,3,2,2,2,2,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,,"",,,1,1,1,2,2,7,2,10,3
203160034,0.961090505,38,2,2,15,1501,150120,1,1,1,2,2,1,1,1,5,1,6,2,6,2,6,2,2,1,1,6,3,2,4,10,3,1,1,1,1,10,3,2,1,4,1,1,2,2,1,1,4000,4,800,3,1,1,1,1,2,1,1,1,3,1,1,1,1,1,10,3,10,3,1,1,10,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,10,3
203159596,0.996269634,32,2,1,15,1501,150136,1,1,1,2,2,1,1,1,5,1,8,2,7,2,6,2,2,1,1,5,3,2,3,5,2,5,2,8,3,10,3,4,2,4,1,2,3,2,2,1,3000,3,600,3,2,1,1,1,3,1,3,2,1,1,1,1,1,1,8,3,8,3,5,2,10,3,2,2,2,2,2,"",2,2,1,1,1,1,1,7,2,6,2
203159213,0.860527929,31,2,2,13,1301,130105,2,2,2,,,1,1,2,5,1,5,1,5,1,5,1,1,1,1,7,4,3,3,2,1,4,1,3,1,10,3,4,1,4,1,1,3,2,1,1,2000,2,400,2,1,1,1,3,3,3,3,3,3,3,1,3,1,1,10,3,8,3,7,3,8,3,2,2,2,2,2,"",2,2,7,3,3,98,4,7,2,8,3
203158973,1.040683182,33,2,2,15,701,70102,1,1,1,6,,1,1,1,6,2,8,2,5,1,5,1,1,1,1,7,4,3,3,10,3,5,2,8,3,3,1,4,1,4,1,3,3,2,1,,1500,2,250,1,1,1,1,2,3,1,2,2,3,1,1,3,1,1,5,2,6,2,6,2,4,1,2,1,1,1,,"",,,8,3,3,2,2,7,2,5,2
203158229,1.012328562,40,3,1,15,1501,150139,1,1,1,3,3,1,1,1,4,1,5,1,2,1,1,1,1,1,1,5,3,2,3,1,1,10,3,10,3,10,3,4,1,4,1,1,3,2,1,99,4000,4,1000,4,3,2,2,1,1,1,3,1,99,1,1,1,1,1,10,3,1,1,10,3,10,3,99,2,99,2,1,"",1,1,1,1,1,,,1,1,1,1
203156237,1.059997199,18,1,1,6,608,60801,5,8,2,,,3,1,2,6,2,4,1,3,1,2,1,1,3,1,8,5,3,3,10,3,10,3,10,3,8,3,2,99,4,1,5,4,3,1,,800,1,133.33,1,1,1,1,2,2,3,3,4,1,3,3,4,3,1,10,3,10,3,10,3,6,2,1,2,1,2,,"",,,5,2,2,1,1,7,2,5,2
203155767,1.221200522,42,3,2,15,1501,150106,1,1,1,3,3,1,1,1,4,2,10,2,7,2,4,1,2,3,1,3,2,1,3,5,2,1,1,5,2,9,3,3,1,4,1,2,2,2,1,,3000,3,750,3,2,1,1,1,2,1,3,2,1,1,1,1,1,1,10,3,5,2,1,1,10,3,1,1,1,1,77,DELINCUENCIA,4,4,1,1,1,5,3,7,2,5,2
203155631,0.906404751,45,3,1,20,2006,200606,2,2,2,,,1,1,2,7,1,4,1,1,1,1,1,1,3,1,8,5,3,3,4,1,10,3,10,3,6,2,2,2,4,1,1,4,3,1,1,1200,2,171.43,1,2,1,1,3,2,3,3,3,2,3,2,1,1,1,9,3,2,1,10,3,4,1,2,1,1,2,3,"",3,3,3,1,1,9,4,8,2,1,1
203155374,0.996269634,39,2,1,15,1501,150136,1,1,1,2,2,1,1,1,3,1,9,2,7,2,7,2,2,3,1,5,3,2,3,8,3,8,3,2,1,10,3,4,1,4,1,5,2,2,2,1,5000,4,1666.67,4,,,,1,2,1,2,2,2,1,1,1,1,1,9,3,6,2,7,3,7,3,2,2,2,2,1,"",1,1,5,2,2,2,2,7,2,8,3
203155300,0.860527929,37,2,2,6,609,60901,5,8,2,,,3,1,2,3,1,9,2,3,1,3,1,1,1,1,2,1,1,4,5,2,5,2,3,1,10,3,4,1,2,2,2,2,2,1,1,2000,2,666.67,3,1,1,1,1,1,4,99,4,3,1,1,1,1,1,10,3,2,1,1,1,1,1,1,2,1,2,2,"",2,2,1,1,1,5,3,7,2,10,3
203154987,1.232805175,43,3,1,20,2003,200308,2,5,2,,,2,2,3,4,1,3,1,2,1,1,1,1,1,1,8,5,3,3,5,2,1,1,1,1,10,3,3,1,4,1,2,4,3,2,3,1000,1,250,1,4,2,3,3,3,1,4,4,1,3,1,2,3,1,10,3,10,3,10,3,10,3,2,2,1,2,77,AGRICULTURA SALUD Y EDUCACIÓN,7,77,10,3,3,2,2,7,2,99,
203154685,0.906404751,54,3,1,18,1801,180101,4,4,2,,,1,1,2,4,2,7,2,4,1,2,1,1,1,1,2,1,1,3,5,2,4,1,5,2,7,3,3,99,4,1,3,2,2,1,,3500,4,875,4,2,1,1,1,1,2,2,2,1,2,4,2,1,,5,2,5,2,4,1,5,2,2,2,2,2,2,"",2,2,3,1,1,2,2,7,2,8,3
203154183,0.874398828,45,3,2,22,2201,220105,5,8,2,,,3,1,2,5,1,3,1,3,1,3,1,1,6,2,8,5,3,4,9,3,6,2,5,2,6,2,2,1,3,1,1,3,2,2,1,1000,1,200,1,3,2,2,2,1,1,2,3,2,2,1,1,1,1,8,3,10,3,1,1,10,3,1,1,2,2,77,A DESNUTRICIÓN,77,77,8,3,3,3,3,7,2,1,1
203153931,0.860527929,31,2,2,8,801,80108,4,7,2,,,2,1,2,3,2,5,1,5,1,5,1,1,3,1,3,2,1,3,6,2,8,3,9,3,7,3,4,1,3,1,5,3,2,1,,3000,3,1000,4,2,1,1,2,1,1,2,3,4,2,1,1,2,1,9,3,3,1,6,2,10,3,2,2,2,2,2,"",2,2,3,1,1,2,2,7,2,7,3
203153857,1.059997199,23,1,1,20,2007,200704,2,2,2,,,1,1,2,7,1,4,1,3,1,2,1,1,1,1,8,5,3,3,4,1,3,1,8,3,7,3,4,2,4,1,3,4,3,2,1,400,1,57.14,1,4,2,3,4,3,3,4,4,99,3,1,2,3,2,1,1,10,3,1,1,10,3,2,1,2,2,1,"",1,1,5,2,2,6,3,7,2,10,3
203153636,1.221200522,66,3,2,15,1501,150121,1,1,1,2,2,1,1,1,3,2,6,2,5,1,3,1,1,6,2,4,2,1,3,1,1,2,1,5,2,10,3,3,1,4,1,2,3,2,1,,4000,4,1333.33,4,3,2,2,2,1,1,2,2,2,1,1,2,2,1,10,3,5,2,8,3,10,3,2,2,2,2,1,"",1,1,1,1,1,2,2,7,2,10,3
203153333,1.232805175,61,3,1,13,1307,130704,2,2,2,,,1,2,3,5,1,5,1,2,1,2,1,1,4,2,8,5,3,3,1,1,1,1,1,1,1,1,4,1,1,2,2,4,3,3,3,1500,2,300,1,4,2,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,"",3,3,1,1,1,98,4,7,2,99,
203153326,0.906404751,85,3,1,14,1401,140101,2,2,2,,,1,1,2,3,2,5,1,1,1,1,1,1,4,2,6,3,2,99,1,1,1,1,1,1,1,1,3,2,4,1,3,4,3,1,,800,1,266.67,1,2,1,1,2,1,1,2,4,99,3,3,2,1,1,10,3,10,3,10,3,5,2,2,2,1,2,3,"",3,3,10,3,3,,,7,2,99,
203152822,1.189273775,50,3,2,11,1102,110201,4,4,2,,,1,2,3,2,2,4,1,99,99,3,1,1,1,1,8,5,3,4,7,3,5,2,5,2,8,3,2,1,4,1,3,2,2,2,,1500,2,750,3,3,2,2,2,2,1,2,1,2,1,3,1,1,2,9,3,8,3,10,3,7,3,99,1,1,2,,"",,,7,3,3,2,2,7,2,7,3
203152191,1.213248749,27,2,1,3,302,30201,4,7,2,,,2,2,3,4,1,5,1,1,1,1,1,1,1,1,8,5,3,3,8,3,1,1,8,3,7,3,1,1,4,1,1,2,2,3,1,1000,1,250,1,3,2,2,3,1,1,4,3,4,1,1,1,1,1,1,1,1,1,4,1,4,1,2,2,2,2,77,LOS DEL CAMPO ZONA RURALES APOYARLOS,7,77,5,2,2,2,2,1,1,1,1
203151897,1.232805175,73,3,1,24,2403,240302,2,2,2,,,1,2,3,2,2,2,1,2,1,99,99,1,1,1,8,5,3,3,1,1,1,1,1,1,1,1,,1,1,2,3,4,3,99,,1500,2,750,3,3,2,2,1,3,1,2,1,99,1,3,1,1,1,1,1,1,1,10,3,10,3,99,2,2,2,77,AGRICULTURA,7,77,1,1,1,2,2,,,1,1
203151855,0.906404751,80,3,1,12,1203,120303,5,8,2,,,3,1,2,2,2,2,1,2,1,1,1,1,7,2,7,4,3,99,10,3,1,1,10,3,1,1,2,1,1,2,2,4,3,1,,400,1,200,1,3,2,2,1,1,1,4,3,99,3,3,1,3,1,1,1,1,1,10,3,1,1,2,2,2,2,5,"",5,5,1,1,1,1,1,1,1,1,1
203151594,1.170407903,33,2,2,12,1201,120114,3,6,2,,,2,2,3,3,1,5,1,2,1,2,1,1,1,1,7,4,3,3,1,1,10,3,10,3,8,3,2,1,4,1,3,3,2,2,99,1600,2,533.33,3,2,1,1,3,2,2,1,4,99,2,2,1,2,1,10,3,10,3,1,1,10,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,99,
203149955,0.544149191,29,2,2,15,1501,150143,1,1,1,4,4,1,1,1,3,1,6,2,2,1,2,1,1,1,1,8,5,3,3,1,1,2,1,2,1,1,1,4,2,4,1,3,4,3,2,1,1900,2,633.33,3,4,2,3,1,1,1,2,3,1,2,2,2,1,1,10,3,1,1,10,3,10,3,2,2,2,2,1,"",1,1,1,1,1,2,2,7,2,1,1
203149158,1.201828184,30,2,2,15,701,70101,1,1,1,6,,1,1,1,4,1,8,2,8,2,5,1,2,1,1,3,2,1,3,4,1,6,2,6,2,8,3,3,2,1,2,3,4,3,1,1,1500,2,375,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,10,3,5,2,9,3,8,3,1,2,2,2,4,"",4,4,3,1,1,2,2,7,2,1,1
203148794,0.906404751,71,3,1,20,2001,200101,2,2,2,,,1,1,2,2,2,5,1,8,2,9,2,2,4,2,7,4,3,3,8,3,5,2,10,3,2,1,4,1,4,1,1,2,2,3,,2800,3,1400,4,4,2,3,1,1,1,99,1,1,2,1,1,1,,5,2,10,3,2,1,10,3,1,2,1,2,2,"",2,2,10,3,3,2,2,7,2,99,
203148025,0.976582379,48,3,2,15,1501,150132,1,1,1,5,5,1,1,1,6,1,6,2,3,1,2,1,1,6,2,5,3,2,2,9,3,7,3,7,3,7,3,3,1,4,1,5,2,2,1,1,2000,2,333.33,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,8,3,10,3,8,3,10,3,2,2,2,2,2,"",2,2,4,1,1,2,2,7,2,99,
203147937,1.183870052,23,1,1,15,1501,150128,1,1,1,1,1,1,1,1,5,2,8,2,5,1,5,1,1,1,1,6,3,2,3,6,2,10,3,1,1,8,3,3,1,4,1,2,2,2,1,,2000,2,400,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,9,3,8,3,10,3,10,3,2,2,1,2,2,"",2,2,1,1,1,2,2,7,2,10,3
203147819,1.232805175,45,3,1,18,1801,180102,4,4,2,,,1,2,3,5,2,5,1,5,1,2,1,1,1,1,8,5,3,3,99,99,99,99,99,99,99,99,4,1,4,1,1,4,3,3,,,,,,,,,1,1,1,99,4,99,1,,,,,,,10,3,10,3,10,3,99,2,1,2,77,"AGRICULTURA, SALUD Y EDUCACIÓN POR IGUAL",7,77,10,3,3,2,2,7,2,1,1
203147523,1.390799054,21,1,2,19,1901,190103,3,6,2,,,2,2,3,7,2,8,2,4,1,1,1,1,8,1,8,5,3,3,10,3,1,1,8,3,2,1,1,1,3,1,5,3,2,1,,,,,,3,2,2,1,2,4,4,4,1,1,1,1,1,1,9,3,10,3,2,1,3,1,2,2,2,2,77,"ZONA RURALES, AGUA, LUZ, NO HAY APOYO, NO HAY COLEGIOS.",6,77,10,3,3,2,2,7,2,1,1
203146085,0.996269634,35,2,1,15,1501,150113,1,1,1,2,2,1,1,1,2,1,5,1,9,2,7,2,2,1,1,5,3,2,3,5,2,10,3,10,3,10,3,2,2,4,1,2,3,2,2,1,5000,4,2500,4,2,1,1,1,1,3,3,3,3,1,1,1,1,1,10,3,,,5,2,8,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,1,1
203144452,1.265900548,70,3,1,15,1501,150114,1,1,1,2,2,1,1,1,4,2,10,2,10,2,10,2,2,3,1,3,2,1,3,3,1,7,3,9,3,1,1,2,2,4,1,5,,,1,,10000,4,2500,4,2,1,1,1,1,3,4,4,4,1,1,3,,1,1,1,10,3,1,1,10,3,1,1,1,2,77,NO DEBERÍA COBRAR MÁS IMPUESTOS,77,77,5,2,2,2,2,7,2,99,
203144123,0.961090505,31,2,2,15,701,70101,1,1,1,6,,1,1,1,3,2,6,2,5,1,4,1,1,1,1,6,3,2,3,8,3,10,3,7,3,1,1,3,1,2,2,1,3,2,2,,3500,4,1166.67,4,2,1,1,2,2,2,4,4,3,4,2,2,2,1,7,3,3,1,3,1,5,2,1,1,1,1,4,"",4,4,5,2,2,2,2,7,2,99,
203139652,1.170407903,33,2,2,1,102,10201,5,8,2,,,3,2,3,2,1,3,1,3,1,1,1,1,8,1,8,5,3,3,4,1,10,3,2,1,3,1,3,2,3,1,3,3,2,1,1,600,1,300,1,3,2,2,2,3,2,2,2,2,3,3,3,3,2,3,1,2,1,4,1,5,2,2,2,2,99,,"",,,3,1,1,1,1,7,2,4,1
203138750,1.012328562,47,3,1,15,1501,150120,1,1,1,2,2,1,1,1,3,2,6,2,6,2,3,1,2,1,1,6,3,2,1,8,3,6,2,5,2,4,1,3,1,4,1,3,3,2,1,,3000,3,1000,4,3,2,2,2,2,1,2,1,3,1,1,1,1,1,5,2,5,2,8,3,7,3,2,2,2,2,3,"",3,3,10,3,3,2,2,7,2,10,3
203135266,0.961090505,36,2,2,15,1501,150136,1,1,1,2,2,1,1,1,5,1,6,2,9,2,7,2,2,1,1,5,3,2,3,1,1,8,3,7,3,10,3,4,1,4,1,5,3,2,1,1,5000,4,1000,4,2,1,1,1,1,1,3,2,2,1,1,1,1,1,10,3,8,3,10,3,10,3,1,2,2,2,2,"",2,2,1,1,1,2,2,7,2,6,2
203134591,1.265900548,40,3,1,15,701,70101,1,1,1,6,,1,1,1,4,1,9,2,3,1,3,1,1,1,1,4,2,1,3,3,1,5,2,7,3,8,3,4,1,3,1,2,3,2,1,1,2500,3,625,3,1,1,1,1,3,2,3,4,4,1,1,2,1,1,10,3,10,3,1,1,1,1,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,5,2
203133675,1.201828184,38,2,2,15,1501,150135,1,1,1,3,3,1,1,1,4,1,10,2,10,2,7,2,2,1,1,4,2,1,3,9,3,1,1,9,3,10,3,2,2,4,1,5,2,2,3,1,2500,3,625,3,2,1,1,4,4,3,3,3,2,4,3,4,4,1,10,3,1,1,10,3,10,3,2,2,2,2,2,"",2,2,10,3,3,1,1,7,2,10,3
203127130,1.189273775,57,3,2,22,2209,220909,5,8,2,,,3,2,3,3,2,6,2,3,1,3,1,1,6,2,8,5,3,4,3,1,1,1,4,1,1,1,4,1,4,1,5,4,3,3,,3000,3,1000,4,4,2,3,1,1,1,2,3,99,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,2,2,4,"",4,4,1,1,1,2,2,7,2,10,3
203126712,1.221200522,47,3,2,15,1501,150142,1,1,1,4,4,1,1,1,5,1,8,2,2,1,5,1,1,1,1,4,2,1,3,1,1,10,3,4,1,10,3,2,2,3,1,1,3,2,1,1,2500,3,500,2,2,1,1,1,1,2,3,2,3,2,1,3,1,1,10,3,8,3,1,1,7,3,2,2,1,2,4,"",4,4,3,1,1,2,2,7,2,5,2
203126197,0.906404751,51,3,1,11,1102,110207,4,4,2,,,1,1,2,7,1,5,1,7,2,5,1,2,1,1,5,3,2,5,7,3,7,3,7,3,8,3,3,1,4,1,3,2,2,99,1,2400,3,342.86,2,4,2,3,3,2,4,4,4,2,2,4,3,1,1,1,1,10,3,10,3,7,3,2,99,2,2,3,"",3,3,10,3,3,98,4,7,2,7,3
203124734,1.201828184,37,2,2,15,1501,150135,1,1,1,3,3,1,1,1,4,2,8,2,7,2,7,2,2,1,1,3,2,1,5,6,2,6,2,8,3,8,3,3,1,2,2,5,2,2,1,,1500,2,375,2,2,1,1,3,3,3,3,2,2,3,2,2,1,1,8,3,8,3,4,1,7,3,2,2,2,2,4,"",4,4,8,3,3,2,2,7,2,10,3
203124052,0.874398828,49,3,2,4,401,40112,4,7,2,,,2,1,2,5,2,9,2,7,2,2,1,2,1,1,5,3,2,3,2,1,3,1,6,2,2,1,4,1,3,1,2,3,2,3,,6000,4,1200,4,3,2,2,1,2,2,2,3,3,2,2,2,2,1,8,3,3,1,9,3,5,2,2,2,2,2,77,DAR MENOS IMPUESTO A LAS EMPRESAS PEQUEÑAS,77,77,8,3,3,2,2,7,2,7,3
203123670,0.906404751,49,3,1,14,1401,140112,2,2,2,,,1,1,2,1,2,6,2,9,2,99,99,2,1,1,7,4,3,3,5,2,5,2,7,3,5,2,3,1,4,1,3,3,2,2,,4000,4,4000,4,2,1,1,3,3,2,3,3,1,3,2,3,1,1,2,1,1,1,5,2,3,1,2,1,2,2,4,"",4,4,5,2,2,2,2,7,2,5,2
